DATE,PROGRAM #,PART #,CUSTOMER,DESCRIPTION,
Apr-04,002386,FM060624J,AWC,,
May-04,002387,L051371R,AWC,,
May-04,002388,FS030307J,ERIKS,,
May-04,002389,FS030308J,ERIKS,,
May-04,002390,L051371J,AWC,,
May-04,002391,4N600198,NOV HYDRA RIG,,
May-04,002392,H020505,PRAXAIR,,
May-04,002393,FC011883J,HAN KOOK,,
May-04,002394,FC011887J,HAN KOOK,,
May-04,002395,309008,ERIKS,,
May-04,002396,309005,ERIKS,,
May-04,002397,FM060563J,AWC,,
May-04,002398,FC011859J,AWC,,
May-04,002399,C011802J-2,AWC,,
May-04,002400,FC011871J,HAN KOOK,,
May-04,002401,FC011872J,HAN KOOK,,
May-04,002402,FC011873J,HAN KOOK,,
May-04,002403,309806,ERIKS,,
May-04,002404,309811,ERIKS,,
May-04,002405,308986,ERIKS,,
May-04,002406,H020529J,PRAXAIR,,
May-04,002407,H020529R,PRAXAIR,,
May-04,002408,L051458J,AWC,,
May-04,002409,308989,ERIKS,,
May-04,002410,L051457J,AWC,,
May-04,002411,FS10689-1,FLUOROCARBON,SEAL,
May-04,002412,FC011897J,SEAL TECH,,
May-04,002413,FS030299J,SEAL TECH,,
May-04,002414,FS030296J,MOOG,,
May-04,002415,FC011925J,SEAL TECH,,
May-04,002416,FC011937J,SEAL TECH,,
May-04,002417,C011793J,FLUOROCARBON,,
May-04,002418,162584''''A''',FLUOROCARBON,,
May-04,002419,162584''''B'''',FLUOROCARBON,,
May-04,002420,FC011882J,AWC,,
May-04,002421,162584''''C'''',FLUOROCARBON,,
May-04,002422,3M 241.20.230.4030,AWC,,
May-04,002423,3M2412102106080,AWC,,
May-04,002424,3M2412102106090,AWC,,
May-04,002425,3M2412102106070,AWC,,
May-04,002426,270915,AWC,4M2412102206030,
May-04,002427,C011326J,ULTRA SEAL,,
May-04,002428,L051453J,AWC,,
May-04,002429,FS030308J,ULTRA SEAL,,
May-04,002430,3M24121020500,AWC,,
May-04,002431,3M241210230404,AWC,,
May-04,002432,FM060603J,SEAL TECH,RING,
May-04,002433,Z,NOT USED,,
May-04,002434,FC011887J,HAN KOOK,,
May-04,002435,FC011909J,HAN KOOK,,
May-04,002436,FC011906J,HANPAC,,
May-04,002437,FC011907J,HANPAC,,
May-04,002438,FC011908J,HAN KOOK,,
May-04,002439,L051442J,HAN KOOK,,
May-04,002440,L051440J,HAN KOOK,,
May-04,002441,FL051431J,HANPAC,,
May-04,002442,L051432J,HAN KOOK,,
May-04,002443,FC011935J,HAN KOOK,,
May-04,002444,FC011936J,HAN KOOK,,
May-04,002445,FM060645B,PRAXAIR,,
May-04,002446,FM060645J,PRAXAIR,,
May-04,002447,H020506J,PRAXAIR,,
May-04,002448,H020507J,PRAXAIR,,
May-04,002449,H020511J,PRAXAIR,,
May-04,002450,H020508J,PRAXAIR,,
May-04,002451,H020513J,PRAXAIR,,
May-04,002452,FM060927J,MSP DRILEX,,
May-04,002453,L051468J,HAN KOOK,,
May-04,002454,L051464J,AWC,,
May-04,002455,H020557J,PRAXAIR,,
May-04,002456,10024363,PRAXAIR,,
May-04,002457,FC011885J,SEAL TECH,,
May-04,002458,FC011886J,SEAL TECH,,
May-04,002459,FM061070J,AWC,,
May-04,002460,H020558L,PRAXAIR,,
May-04,002461,H020518J,RMT,,
May-04,002462,H020519J,RMT,,
May-04,002463,C011960J,SEAL TECH,,
May-04,002464,C011959J,SEAL TECH,,
May-04,002465,H020512J,PRAXAIR,,
May-04,002466,H020559J,PRAXAIR,,
May-04,002467,H020510J,PRAXAIR,,
May-04,002468,H020524J,RMT,,
May-04,002469,H020523J,RMT,,
May-04,002470,H020521J,RMT,,
May-04,002471,H020525J,RMT,,
May-04,002472,H020520J,RMT,,
May-04,002473,FR040197J,RMT,CAPSEAL,
May-04,002474,NOT USED,Z,,
May-04,002475,H020522J,RMT,,
May-04,002476,FH020344J,SEAL TECH,,
May-04,002477,FC011827J,AMERICAN HIGH PERF,,
May-04,002478,C011601J,AWC,,
May-04,002479,FS030297J,SEAL TECH,,
May-04,002480,L051470J,AWC,,
May-04,002481,FM060619J,NOV HYDRA RIG,DAX P/N: FM060619,
May-04,002482,FM060620J,NOV HYDRA RIG,,
May-04,002483,FM060621J,NOV HYDRA RIG,,
May-04,002484,FM060650J,NOV HYDRA RIG,,
May-04,002485,FM060651J,NOV HYDRA RIG,,
May-04,002486,FM060618J,NOV HYDRA RIG,,
Jun-04,002487,S028PL002,FLUOROCARBON,SEAL,
Jun-04,002488,FM0606335,AWC,,
Jun-04,002489,FM060629J,AWC,,
Jun-04,002490,H020509J,HAN KOOK,,
Jun-04,002491,309827,ERIKS,,
Jun-04,002492,C011978J,JEIL TECH,,
Jun-04,002493,H020528J,RMT,,
Jun-04,002494,H020527J,RMT,,
Jun-04,002495,0903-246J,TEI,,
Jun-04,002496,0903-246H,TEI,,
Jun-04,002497,0903-241J,TEI,,
Jun-04,002498,NOT USED,Z,,
Jun-04,002499,NOT USED,Z,,
Jun-04,002500,0903-246S,HAN KOOK,,
Jun-04,002501,FC011894J,AWC,,
Jun-04,002502,FS030257J,HAN KOOK,,
Jun-04,002503,H020560J,HAN KOOK,,
Jun-04,002504,H020561J,HAN KOOK,,
Jun-04,002505,NOT USED,Z,,
Jun-04,002506,FUJITECHTOOLMOD-2,SEAL TECH,,
Jun-04,002507,FUJITECHTOOLJACKET,SEAL TECH,,
Jun-04,002508,FUJITECHTOOLJACKET,SEAL TECH,,
Jun-04,002509,FH020344J,SEAL TECH,,
Jun-04,002510,FR040156J,AWC,,
Jun-04,002511,FM060657M,FLUOROCARBON,,
Jun-04,002512,FM060657V,FLUOROCARBON,,
Jun-04,002513,FS030309J,AWC,,
Jun-04,002514,FM060622J,NOV HYDRA RIG,,
Jun-04,002515,L051473J,HAN KOOK,,
Jun-04,002516,L051465J,AWC,,
Jun-04,002517,FC011938J,AWC,,
Jun-04,002518,H020526J,RMT,,
Jun-04,002519,L051470J,AWC,,
Jun-04,002520,C011942J,AWC,,
Jun-04,002521,C011943J,AWC,,
Jun-04,002522,H020576J,EON,,
Jun-04,002523,C011546J-3,AWC,,
Jun-04,002524,D-558093,TEXAS SW,,
Jun-04,002525,FM060617J,NOV HYDRA RIG,DAX P/N: 224762,
Jun-04,002526,272641,ERIKS,,
Jun-04,002527,L051355J,AWC,,
Jun-04,002528,C012005J,SEAL TECH,,
Jun-04,002529,C012006J,SEAL TECH,,
Jun-04,002530,L051374J,AWC,,
Jun-04,002531,C011973J,EON,,
Jun-04,002532,C011797J,SEAL TECH,,
Jun-04,002533,C011998J,HAN KOOK,,
Jun-04,002534,FC011961J,SEAL TECH,,
Jun-04,002536,FM060643F,AWC,,
Jun-04,002536,FM060643F,AWC,,
Jun-04,002536,FM060643F,AWC,,
Jun-04,002538,FM060613J,AWC,,
Jun-04,002539,FM060613S,AWC,,
Jun-04,002540,FM060613K,AWC,,
Jun-04,002541,FM060613V,AWC,,
Jun-04,002542,FC011861J,AWC,,
Jun-04,002543,FC011862J,AWC,,
Jun-04,002544,L051449J,AWC,,
Jun-04,002545,FM060661R,HAN KOOK,,
Jun-04,002546,FM060664H,MSP DRILEX,,
Jun-04,002547,FM060663H,MSP DRILEX,,
Jun-04,002548,BGUT04190,BUSAK,,
Jun-04,002549,FM060662H,MSP DRILEX,,
Jun-04,002550,FC011900J,AWC,,
Jun-04,002551,309817,ERIKS,,
Jun-04,002552,FC011888J,AWC,,
Jun-04,002553,FS030249J,SCIENCIX,11041-01,
Jun-04,002554,2162514,PRAXAIR,,
Jun-04,002555,FM060670J,AWC,,
Jun-04,002556,FM060663J,MSP DRILEX,,
Jun-04,002557,FM060662J,MSP DRILEX,,
Jun-04,002558,NOT USED,Z,,
Jun-04,002559,C011995J,HAN KOOK,,
Jul-04,002560,FM060518J,AWC,SPLIT SEAL,
Jul-04,002561,H020515J,FLUOROCARBON,,
Jul-04,002562,FC011899J,FLUOROCARBON,,
Jul-04,002563,FS030311J,AWC,,
Jul-04,002564,FC011945J,AWC,DAX P/N: 189734,
Jul-04,002565,FM060665J,ESP INC,,
Jul-04,002566,C011664J,SEAL TECH,,
Jul-04,002567,C011969J,AWC,,
Jul-04,002568,FC011949J,SEAL TECH,,
Jul-04,002569,C011989J,AWC,,
Jul-04,002570,FC011948J,SEAL TECH,,
Jul-04,002571,NOT USED,Z,,
Jul-04,002572,FM060668V,RMT,,
Jul-04,002573,C011988J,AWC,,
Jul-04,002574,C011653J,AWC,,
Jul-04,002575,FM060495J,AWC,SEAL,
Jul-04,002576,FC012049J,HANPAC,,
Jul-04,002577,FC010079R,PRAXAIR,,
Jul-04,002578,FM060661J,HAN KOOK,,
Jul-04,002579,FM060661R,HAN KOOK,,
Jul-04,002580,FS030313J,HAN KOOK,,
Jul-04,002581,305339,ERIKS,JETSTREAM PART-51378,
Jul-04,002582,FC014250J,EON,,
Jul-04,002583,310777,ERIKS,,
Jul-04,002584,FS030310J,SEAL TECH,,
Jul-04,002585,FC012026J,HANPAC,,
Jul-04,002586,C012018J,HAN KOOK,,
Jul-04,002587,FC011993J,EON,,
Jul-04,002588,FM060658B,KEVLIN,,
Jul-04,002589,FM060658J,KEVLIN,,
Jul-04,002590,H020583J,SEAL TECH,,
Jul-04,002591,FC012036J,SEAL TECH,,
Jul-04,002592,FM060676J-2,SEAL TECH,,
Jul-04,002593,H020569J,HAN KOOK,,
Jul-04,002594,H020570J,HAN KOOK,,
Jul-04,002595,C012011J,AWC,,
Jul-04,002596,C012020J,HAN KOOK,,
Jul-04,002597,C012010J,AWC,,
Jul-04,002598,FS030306J,AWC,,
Jul-04,002599,C012044J,AMERICAN HIGH PERF,,
Jul-04,002600,C012046J,AMERICAN HIGH PERF,,
Jul-04,002601,C012048J,AMERICAN HIGH PERF,,
Jul-04,002602,C012047J,AMERICAN HIGH PERF,,
Jul-04,002603,C012041J,AMERICAN HIGH PERF,,
Jul-04,002604,C012042J,AMERICAN HIGH PERF,,
Jul-04,002605,C012043J,AMERICAN HIGH PERF,,
Jul-04,002606,C012045J,AMERICAN HIGH PERF,,
Jul-04,002607,L051488J,ULTRA SEAL,,
Jul-04,002608,NOT USED,Z,,
Jul-04,002609,310732,ERIKS,,
Jul-04,002610,C012063J,ULTRA SEAL,,
Jul-04,002611,L051408J,AWC,,
Jul-04,002612,NOT USED,Z,,
Jul-04,002613,FS030289J,SEAL TECH,,
Jul-04,002614,NOT USED,Z,,
Jul-04,002615,FM060518S,AWC,,
Jul-04,002616,FM060518J,AWC,,
Aug-04,002617,FM060673J,AWC,,
Aug-04,002618,L050600J,AWC,,
Aug-04,002619,FS030333J,ACF,,
Aug-04,002620,FH020366J,SEAL TECH,,
Aug-04,002621,C012086J,SEAL TECH,,
Aug-04,002622,C012054J,AWC,,
Aug-04,002623,C0120545,AWC,,
Aug-04,002624,C012053J,AWC,,
Aug-04,002625,C011987J,AWC,,
Aug-04,002626,FC011829J,AWC,,
Aug-04,002627,L051514J,AWC,,
Aug-04,002628,FC011934J,PFI,,
Aug-04,002629,C012098J,EPM,,
Aug-04,002630,FR040207J,AWC,,
Aug-04,002631,C012057J,HAN KOOK,,
Aug-04,002632,C012058J,HAN KOOK,,
Aug-04,002633,HOER1046,HOERBIGER,PLUG,
Aug-04,002634,TGHSR-S,PRAXAIR,,
Aug-04,002635,TGHSR-B,PRAXAIR,,
Aug-04,002636,TGHSR-J,PRAXAIR,,
Aug-04,002637,TGRR,PRAXAIR,,
Aug-04,002638,HR2875-WA,NOV HYDRA RIG,DAX P/N: 226036,
Aug-04,002639,HR2875-005,NOV HYDRA RIG,DAX P/N: 224761,
Aug-04,002640,FS030305J,SEAL TECH,,
Aug-04,002641,FS030306J,SEAL TECH,,
Aug-04,002642,FC012068J,JEIL TECH,,
Aug-04,002643,C012070J,HAN KOOK,,
Aug-04,002644,C012107J,AMERICAN HIGH PERF,,
Aug-04,002645,CTS-10992,SCIENCIX,,
Aug-04,002646,L051502J,HAN KOOK,,
Aug-04,002647,L051503J,HAN KOOK,,
Aug-04,002648,L051504J,HAN KOOK,,
Aug-04,002649,L051501J,HAN KOOK,,
Aug-04,002650,C012069J,SEAL TECH,,
Aug-04,002651,FC012096J,SEAL TECH,,
Aug-04,002652,FC012095J,SEAL TECH,,
Aug-04,002653,C012074J,AWC,,
Aug-04,002654,L051395J,AWC,,
Aug-04,002655,L051392J,AWC,,
Aug-04,002656,L051394J,AWC,,
Aug-04,002657,L051393J,AWC,,
Aug-04,002658,310315,ERIKS,,
May-04,002659,C012088J,HAN KOOK,,
May-04,002660,C011722J,AWC,,
May-04,002661,H020587J,PRAXAIR,,
May-04,002662,H020586J,PRAXAIR,,
May-04,002663,H020589J,PRAXAIR,,
May-04,002664,H020588J,PRAXAIR,,
May-04,002665,H020585J,PRAXAIR,,
May-04,002666,D10684,SC HYDRAULIC,,
Sep-04,002667,NOT USED,Z,,
Sep-04,002668,2005033,SCIENCIX,,
Sep-04,002669,FC012112J,HANPAC,,
Sep-04,002670,FM060718J,ERIKS,,
Sep-04,002671,C0120916,SEAL TECH,,
Sep-04,002672,305598,PRAXAIR,,
Sep-04,002673,311052,ERIKS,,
Sep-04,002674,C012104J,HAN KOOK,,
Sep-04,002675,L051469J,SEAL TECH,,
Sep-04,002676,FR040200J,SEAL TECH,CAPE SEAL,
Sep-04,002677,FR040199J,SEAL TECH,CAP SEAL,
Sep-04,002678,311787,ERIKS,,
Sep-04,002679,D-609336,PRAXAIR,,
Sep-04,002680,D-497293,PRAXAIR,,
Sep-04,002681,C012129J,SEAL TECH,,
Sep-04,002682,311258,ERIKS,D00004657,
Sep-03,002683,FS10738C,FLUOROCARBON,V-PAK,
Sep-04,002684,FS10738M,FLUOROCARBON,MALE ADAPTER,
Sep-04,002685,4N210020,NOV HYDRA RIG,,
Sep-04,002686,FM060697J,AWC,,
Sep-04,002687,608-00202W,TEXAS SW,,
Sep-04,002688,H020592J,HAN KOOK,,
Sep-04,002689,306374,ERIKS,,
Sep-04,002690,C012105J-1,HAN KOOK,,
Sep-04,002691,B-7148,AIC,,
Sep-04,002692,C012110J,HAN KOOK,,
Sep-04,002693,NOT USED,Z,,
Sep-04,002694,L051522J,HAN KOOK,,
Sep-04,002695,FL051536J,SEAL TECH,,
Sep-04,002696,FR040204J,AMERICAN HIGH PERF,,
Sep-04,002697,FR040203J,AMERICAN HIGH PERF,,
Sep-04,002698,FR040203J,AMERICAN HIGH PERF,,
Sep-04,002699,FC012100J,HANPAC,,
Sep-04,002700,NOT USED,Z,,
Sep-04,002701,L051520J,HAN KOOK,,
Sep-04,002702,NOT USED,Z,,
Sep-04,002703,FM060715J,MSP DRILEX,,
May-12,002704,FC018582J,SEVEN,,
Sep-04,002704,FM060714J,MSP DRILEX,,
Sep-04,002705,C012143R,SEAL TECH,,
Sep-04,002706,C012143J,SEAL TECH,,
Sep-04,002707,NOT USED,Z,,
Oct-04,002708,FM060649J,AWC,,
Oct-04,002709,FM060717J,TEXAS SW,,
Oct-04,002710,FR040216J,SEAL TECH,SEAL,
Oct-04,002711,FR040213J,SEAL TECH,SEAL,
Oct-04,002712,E222456,AIC,,
Oct-04,002713,E218649,AIC,,
Oct-04,002714,E218639,AIC,,
Oct-04,002715,FM060724J,EON,INSTAL. TOOL,
Oct-04,002716,L051549J,EON,,
Oct-04,002717,FS030345J,AMERICAN HIGH PERF,,
Oct-04,002718,FS030344J,AMERICAN HIGH PERF,,
Oct-04,002719,L051529J,AWC,,
Oct-04,002720,270213,AWC,,
Oct-04,002721,FC012103J,HANPAC,,
Oct-04,002722,C012139J,HAN KOOK,,
Oct-04,002723,H020594J-2,APG,,
Oct-04,002724,H020593J-1,APG,,
Oct-04,002725,FM060038R,CONTINENTAL,,
Oct-04,002726,FM060039B,CONTINENTAL,,
Oct-04,002727,311010,ERIKS,,
Oct-04,002728,FM060038J,CONTINENTAL,,
Oct-04,002729,FM060039J,CONTINENTAL,,
Oct-04,002730,FM060044J,CONTINENTAL,,
Oct-04,002731,FM060045B,CONTINENTAL,,
Oct-04,002732,FM060044J,CONTINENTAL,,
Oct-04,002733,FM060045J,CONTINENTAL,,
Oct-04,002734,L051548J,SEAL TECH,,
Oct-04,002735,FS030343B,SEAL TECH,,
Oct-04,002736,FS030343J,SEAL TECH,,
Oct-04,002737,L051547J,SEAL TECH,,
Oct-04,002738,FC012179J,SEAL TECH,,
Oct-04,002739,C012088J,HAN KOOK,,
Oct-04,002740,C012172J,SEAL TECH,,
Oct-04,002741,FR040217J,ULTRA SEAL,,
Oct-04,002742,C012173J,SEAL TECH,,
Oct-04,002743,L051550J,AWC,,
Oct-04,002744,FM060735J,NOV HYDRA RIG,,
Oct-04,002745,FM060734J,NOV HYDRA RIG,,
Oct-04,002746,H020604J,SEAL TECH,,
Oct-04,002747,H020605J,EPM,,
Oct-04,002748,H020606J,EPM,,
Oct-04,002749,H020600J,HAN KOOK,,
Oct-04,002750,L051545J,HAN KOOK,,
Oct-04,002751,L051544J,HAN KOOK,,
Oct-04,002752,L051546J,HAN KOOK,,
Oct-04,002753,L051541J,EON,,
Oct-04,002754,C012157J,AWC,,
Oct-04,002755,L051551J,AWC,,
Oct-04,002756,L051516J,AWC,,
Oct-04,002757,L051517J,AWC,,
Oct-04,002758,C012131J,AWC,,
Oct-04,002759,H020609J,SEAL TECH,,
Oct-04,002760,FH020155J,SEAL TECH,SEAL,
Oct-04,002761,FS030349J,VALCO,,
Oct-04,002762,C012092J,AWC,,
Oct-04,002763,C012192J,HAN KOOK,,
Oct-04,002764,C011531J,AWC,,
Nov-04,002765,FM060667J,AWC,,
Nov-04,002766,FS030303J,AWC,DAX P/N: 270113,
Nov-04,002767,FM060738J,EON,UNMW SPLIT SEAL,
Nov-04,002768,C012191J,HAN KOOK,,
Nov-04,002769,C012194J,AWC,,
Nov-04,002770,FR040205J,AMERICAN HIGH PERF,,
Nov-04,002771,FR040206J,AMERICAN HIGH PERF,,
Nov-04,002772,C012132J,HAN KOOK,,
Nov-04,002773,308960,ERIKS,,
Nov-04,002774,C012040B,PFI,,
Nov-04,002775,C012040R,PFI,,
Nov-04,002776,C012040J,PFI,,
Nov-04,002777,FC012160J,SEAL TECH,,
Nov-04,002778,FC012161J,SEAL TECH,,
Nov-04,002779,FC012162J,SEAL TECH,,
Nov-04,002780,FC012163J,SEAL TECH,,
Nov-04,002781,NOT USED,Z,,
Nov-04,002782,FR040180J,ERIKS,,
Nov-04,002783,FC012206J,SEAL TECH,,
Nov-04,002784,H020620J,PRAXAIR,,
Nov-04,002785,C012216J,SEAL TECH,,
Nov-04,002786,L051530J,AWC,,
Nov-04,002787,L051563J,AWC,,
Nov-04,002788,H020623J,PRAXAIR,,
Nov-04,002789,FC012202J,SCIENCIX,,
Nov-04,002790,H020622J,PRAXAIR,,
Nov-04,002791,FC012164J,EPM,,
Nov-04,002792,C012181J,SEAL TECH,,
Nov-04,002793,C012182J,SEAL TECH,,
Nov-04,002794,C012183J,SEAL TECH,,
Nov-04,002795,H020618J,SEAL TECH,,
Nov-04,002796,FS030358J,EON,,
Nov-04,002797,FS030351J,AWC,,
Nov-04,002798,H020624J,RMT,,
Nov-04,002799,FC012254J,SEAL TECH,,
Nov-04,002800,C012253J,SEAL TECH,,
Nov-04,002801,FC012234J,SEAL TECH,,
Nov-04,002802,C012247J,JEIL TECH,,
Nov-04,002803,C012246J,JEIL TECH,,
Nov-04,002804,C012193J,SEAL TECH,,
Nov-04,002805,C012210J,SEAL TECH,,
Nov-04,002806,FR040192J,AWC,CAP SEAL,
Nov-04,002807,747317,ERIKS,,
Nov-04,002808,L051472J,AWC,,
Nov-04,002809,C-031,TEXAS SW,,
Nov-04,002810,FC012175J,AWC,DAX P/N: 270126,
Nov-04,002811,FS030357J,AMERICAN HIGH PERF,,
Nov-04,002812,304550,ERIKS,JETSTREAM PART-53961,
Dec-04,002813,H020625,ULTRA SEAL,,
Dec-04,002814,H020626,ULTRA SEAL,,
Dec-04,002815,H02062S,ULTRA SEAL,,
Dec-04,002816,H020631J,ULTRA SEAL,,
Dec-04,002817,H020627J,ULTRA SEAL,,
Dec-04,002818,H020630J,ULTRA SEAL,,
Dec-04,002819,H020628J,ULTRA SEAL,,
Dec-04,002820,FM060755R,NOV HYDRA RIG,,
Dec-04,002821,FS030312J,SEAL TECH,,
Dec-04,002822,FS030350J,VALCO,,
Dec-04,002823,C012259J,HAN KOOK,,
Dec-04,002824,C012260J,HAN KOOK,,
Dec-04,002825,C012261J,HAN KOOK,,
Dec-04,002826,C012262J,HAN KOOK,,
Dec-04,002827,C012263J,HAN KOOK,,
Dec-04,002828,C012264J,HAN KOOK,,
Dec-04,002829,FC012281J,EPM,,
Dec-04,002830,FR040222J,HAN KOOK,SEAL,
Dec-04,002831,C012266J,HAN KOOK,,
Dec-04,002832,C012265J,HAN KOOK,,
Dec-04,002833,C012322J,AWC,,
Dec-04,002834,C012220J,AWC,,
Dec-04,002835,FS030362J,AMERICAN HIGH PERF,,
Dec-04,002836,FC012305J,SEAL TECH,,
Dec-04,002837,FC012304J,SEAL TECH,,
Dec-04,002838,NOT USED,Z,,
Dec-04,002839,C011790J-1,SEAL TECH,REV B,
Dec-04,002840,C012171J,AWC,,
Dec-04,002841,312855,ERIKS,,
Dec-04,002842,C012213J,AWC,,
Dec-04,002843,H020638J,SEAL TECH,,
Dec-04,002844,L051581J,AWC,,
Dec-04,002845,FC012288J,HANPAC,,
Dec-04,002846,C012221J,HAN KOOK,,
Dec-04,002847,C012303J,SEAL TECH,,
Dec-04,002848,FS030359J,EPM,,
Dec-04,002849,C012311J,SEAL TECH,,
Dec-04,002850,C012312J,SEAL TECH,,
Dec-04,002851,L051583J,AWC,,
Dec-04,002852,S028PL0001,FLUOROCARBON,SEAL,
Dec-04,002853,C012326J,HAN KOOK,,
Dec-04,002854,L051590J,HAN KOOK,,
Dec-04,002855,L051591J,HAN KOOK,,
Dec-04,002856,H020619J,EPM,,
Dec-04,002857,FS030372J,AMERICAN HIGH PERF,,
Dec-04,002858,FS030361J,HAN KOOK,,
Dec-04,002859,C012223R,AWC,,
Dec-04,002860,C012223J,AWC,,
Dec-04,002861,H020651J,ULTRA SEAL,,
Dec-04,002862,H020649J,ULTRA SEAL,,
Dec-04,002863,H020650J,ULTRA SEAL,,
Dec-04,002864,L051599J,EON,,
Dec-04,002865,C012245J,AWC,,
Dec-04,002866,L051594J,AWC,,
Dec-04,002867,FM060772J,AWC,CUT RING,
Dec-04,002868,C012209J,AWC,,
Dec-04,002869,C012208J,AWC,,
Dec-04,002870,M1424,AWC,BEARING,
Dec-04,002871,FC012341J,SEAL TECH,,
Dec-04,002872,FC012342J,SEAL TECH,,
Dec-04,002873,FC012340J,SEAL TECH,,
Dec-04,002874,C012244J,AWC,,
Dec-04,002875,FC011861J,AWC,,
Dec-04,002876,FM060771J,AWC,SPACER,
Jan-05,002877,3M2412102106040792,AWC,,
Jan-05,002878,312897,ERIKS,,
Jan-05,002879,312900,ERIKS,,
Jan-05,002880,312175,ERIKS,,
Jan-05,002881,FC012274J,AWC,DAX P/N: 270163A,
Jan-05,002882,C012349J,ULTRA SEAL,,
Jan-05,002883,C012348J,ULTRA SEAL,,
Jan-05,002884,FM060737J,AWC,PEEK SEAL,
Jan-05,002885,C012334J,AWC,,
Jan-05,002886,270913,AWC,3M2412102206020,
Jan-05,002887,C012190R,SEAL TECH,,
Jan-05,002888,270914,AWC,3M2412102206010,
Jan-05,002889,C012186R,SEAL TECH,,
Jan-05,002890,C012251J,SEAL TECH,,
Jan-05,002891,C012252J,SEAL TECH,,
Jan-05,002892,C012186J,SEAL TECH,,
Jan-05,002893,C012190J,SEAL TECH,,
Jan-05,002894,3M2412102106040792,AWC,,
Jan-05,002895,SK030204-01,EON,,
Jan-05,002896,FR040234J,EON,RING,
Jan-05,002897,H020656J,PRAXAIR,,
Jan-05,002898,H020655J,PRAXAIR,,
Jan-05,002899,L051588S,HAN KOOK,,
Jan-05,002900,L051588B,HAN KOOK,,
Jan-05,002901,L051588J,HAN KOOK,,
Jan-05,002902,FM060783J,AWC,,
Jan-05,002903,FM060601J,SEAL TECH,SPECIAL SEAL,
Jan-05,002904,FM060747J,SEAL TECH,SPECIAL SEAL,
Jan-05,002905,FM060746J,SEAL TECH,SPECIAL SEAL,
Jan-05,002906,FM060745J,SEAL TECH,SPECIAL SEAL,
Jan-05,002907,L051596J,AWC,,
Jan-05,002908,80447,EON,,
Jan-05,002909,80162-35,EON,,
Jan-05,002910,FM060602J,SEAL TECH,INSIDE FACE SEAL,
Jan-05,002911,FM060601J,SEAL TECH,RING,
Jan-05,002912,C012123B,HAN KOOK,,
Jan-05,002913,C012124B,HAN KOOK,,
Jan-05,002914,C012123R,HAN KOOK,,
Jan-05,002915,C012124R,HAN KOOK,,
Jan-05,002916,C012123D,HAN KOOK,,
Jan-05,002917,C012124D,HAN KOOK,,
Jan-05,002918,C012123J,HAN KOOK,,
Jan-05,002919,C012124J,HAN KOOK,,
Jan-05,002920,NOT USED,Z,,
Jan-05,002921,H020661J,SEAL TECH,,
Jan-05,002922,FR040237J,SEAL TECH,WIPER SEAL,
Jan-05,002923,C012338J,HAN KOOK,,
Jan-05,002924,80117,EON,,
Jan-05,002925,H020654J,EON,,
Jan-05,002926,FS030374J,AMERICAN HIGH PERF,,
Jan-05,002927,L051597J,SEAL TECH,,
Jan-05,002928,80168-35,EON,,
Jan-05,002929,80168-60,EON,,
Jan-05,002930,FS030373J,EON,,
Jan-05,002931,FL051611J,EON,,
Jan-05,002932,L051611B,EON,,
Jan-05,002933,C012329J,EON,,
Jan-05,002934,C012331J,EON,,
Jan-05,002935,C012330J,EON,,
Jan-05,002936,C012332J,EON,,
Jan-05,002937,C012329B,EON,,
Jan-05,002938,C012330B,EON,,
Jan-05,002939,C012332B,EON,,
Jan-05,002940,C012331B,EON,,
Jan-05,002941,FM060766J,EON,BEARING,
Jan-05,002942,FM060767J,EON,BEARING,
Jan-05,002943,C012302J,SEAL TECH,,
Jan-05,002944,CE000,TEXAS SW,,
Jan-05,002945,H020657J,SEAL TECH,,
Jan-05,002946,H020646J,SEAL TECH,,
Jan-05,002947,H020647J,SEAL TECH,,
Feb-05,002948,C012377J,JEIL TECH,,
Feb-05,002949,C012378J,JEIL TECH,,
Feb-05,002950,L051595J,AWC,,
Feb-05,002951,L051595B,AWC,,
Feb-05,002952,FL051527J,SEAL TECH,,
Feb-05,002953,C012367J,AWC,,
Feb-05,002954,D02500G,EON,,
Feb-05,002955,FL051615J,AWC,,
Feb-05,002956,C012400J,AWC,,
Feb-05,002957,D10670,EON,,
Feb-05,002958,313414,ERIKS,,
Feb-05,002959,313486,ERIKS,,
Feb-05,002960,313412,ERIKS,,
Feb-05,002961,C012395J,ULTRA SEAL,,
Feb-05,002962,C012429J,ROTECH,,
Feb-05,002963,FC012430J,AWC,,
Feb-05,002964,H020663J,PRAXAIR,,
Feb-05,002965,FM060770J,AWC,RING,
Feb-05,002966,C012431J,SEAL TECH,,
Feb-05,002967,C012272J,HAN KOOK,,
Feb-05,002968,C012267J,HAN KOOK,,
Feb-05,002969,C012344D,EON,,
Feb-05,002970,C012344J,EON,,
Feb-05,002971,FL051625J,HAN KOOK,,
Feb-05,002972,FL051626J,HAN KOOK,,
Feb-05,002973,FL051624J,SEAL TECH,,
Feb-05,002974,FR040221J,SEAL TECH,CAP SEAL,
Feb-05,002975,C012389J,HAN KOOK,,
Feb-05,002976,C012390J,HAN KOOK,,
Feb-05,002977,NOT USED,Z,,
Feb-05,002978,C012403J,SCIENCIX,,
Feb-05,002979,C012135J-1,SEAL TECH,,
Feb-05,002980,C012381J,HAN KOOK,,
Feb-05,002981,C012435J,SEAL TECH,,
