DATE,PROGRAM #,PART #,CUSTOMER,DESCRIPTION,
Jan-00,000001,L050001J,HAN KOOK,,
Apr-00,000002,L050002J,HAN KOOK,,
Apr-00,000003,FC010019J,AWC,,
Apr-00,000004,FC010022J,HANPAC,,
Apr-00,000005,FC010023J,TAE HWA,,
Apr-00,000006,FC010024J,HAN KOOK,,
Apr-00,000007,FC010024M,HAN KOOK,,
Apr-00,000008,FL050003J,HAN KOOK,,
Apr-00,000009,FH020002J,AWC,,
Apr-00,000010,FH020001J,AWC,,
Apr-00,000011,FC010021J,AWC,,
Apr-00,000012,FC010015J,AWC,,
Apr-00,000013,FL050005J,AWC,,
Apr-00,000014,FL050004J,AWC,,
May-00,000015,FS030001J,HAN KOOK,,
May-00,000016,FS030002J-2,HAN KOOK,,
May-00,000017,FS030002J-1,HAN KOOK,,
May-00,000018,14853,PRAXAIR,100048758,
May-00,000019,FL050006J,AWC,DAX P/N: 117233,
May-00,000020,FC010030J,HAN KOOK,,
May-00,000021,FC010031J,HAN KOOK,,
May-00,000022,FC010032J,HAN KOOK,,
May-00,000023,A-2128780,PRAXAIR,,
May-00,000024,NOT USED,Z,,
May-00,000025,2162513,PRAXAIR,,
May-00,000026,FC010028J,HANPAC,,
May-00,000027,FC010029J,HAN KOOK,,
May-00,000028,FC010040J,HAN KOOK,,
May-00,000029,FC010041J,TAE HWA,,
May-00,000030,FC010042J,TAE HWA,,
May-00,000031,FC010044J,HAN KOOK,,
May-00,000032,FC010043J,TAE HWA,,
May-00,000033,FL050008J,AWC,,
May-00,000034,FH020026J,VALUDIC,,
May-00,000035,FC010047J,TAE HWA,,
May-00,000036,FH020027J,AWC,,
May-00,000037,FR040001J,AWC,,
May-00,000038,FL050012J,HAN KOOK,,
May-00,000039,FC010038J,AWC,,
Jun-00,000040,FC010052J,HAN KOOK,,
Jun-00,000041,FL050014J,HAN KOOK,,
Jun-00,000042,FC010054J,AWC,,
Jun-00,000043,FC010053J,ULTRA SEAL,,
Jun-00,000044,FC010049J,ULTRA SEAL,,
Jun-00,000045,FC010034J,AWC,,
Jun-00,000046,FC010035J,AWC,,
Jun-00,000047,FC010001J,HAN KOOK,,
Jun-00,000048,FS030005J,HAN KOOK,,
Jun-00,000049,FL050017J,HAN KOOK,,
Jun-00,000050,FS030006J,HAN KOOK,,
Jun-00,000051,FC010027J,AWC,,
Jun-00,000052,FS030004J,AWC,,
Jun-00,000053,FL050018J,HAN KOOK,,
Jun-00,000054,NOT USED,Z,,
Jun-00,000055,NOT USED,Z,,
Jun-00,000056,FM060009J,HAN KOOK,,
Jun-00,000057,FC010069J,TAE HWA,,
Jun-00,000058,FH020031J,HAN KOOK,,
Jun-00,000059,FH020030J,HAN KOOK,,
Jun-00,000060,FH020033J,HAN KOOK,,
Jun-00,000061,FC010072J,HAN KOOK,,
Jun-00,000062,FH020032J,HAN KOOK,,
Jun-00,000063,FC010073J,HAN KOOK,,
Jun-00,000064,FH020027J,ULTRA SEAL,,
Jun-00,000065,FC010063J,ULTRA SEAL,,
Jun-00,000066,FC010058J,PRAXAIR,,
Jun-00,000067,FC010079J,PRAXAIR,,
Jun-00,000068,A-2068106,PRAXAIR,,
Jun-00,000069,2124493,PRAXAIR,,
Jun-00,000070,A-2162514,PRAXAIR,,
Jul-00,000071,FC010076J,HAN KOOK,,
Jul-00,000072,FC010057J,HAN KOOK,,
Jul-00,000073,FC010071J,HAN KOOK,,
Jul-00,000074,FC010070J,HAN KOOK,,
Jul-00,000075,FC010061J,ULTRA SEAL,,
Jul-00,000076,FC010080J,HAN KOOK,,
Jul-00,000077,FC010091J,TAE HWA,,
Jul-00,000078,FR040019J,ULTRA SEAL,,
Jul-00,000079,FM060019J,PRAXAIR,,
Jul-00,000080,114076,AWC,OBSOLETE IN DAX,
Jul-00,000081,1C0009,TAE HWA,,
Jul-00,000082,FC010001J,HAN KOOK,,
Jul-00,000083,FC010089J,ULTRA SEAL,,
Jul-00,000084,FC010075J,HAN KOOK,,
Jul-00,000085,FC010074J,HAN KOOK,,
Jul-00,000086,FL050025J,HAN KOOK,,
Jul-00,000087,FL050023J,HAN KOOK,,
Jul-00,000088,FL050024J,HAN KOOK,,
Jul-00,000089,FM060011J,AWC,,
Jul-00,000090,FM060019B,PRAXAIR,,
Jul-00,000091,FC010101J,ULTRA SEAL,,
Jul-00,000092,FL050022J,AWC,,
Jul-00,000093,114256,AWC,OBSOLETE IN DAX,
Aug-00,000094,FH020034J,ULTRA SEAL,,
Aug-00,000095,FH020035J,ULTRA SEAL,,
Aug-00,000096,FH020036J,ULTRA SEAL,,
Aug-00,000097,FH020037J,ULTRA SEAL,,
Aug-00,000098,FH020038J,ULTRA SEAL,,
Aug-00,000099,FC010094J,ULTRA SEAL,,
Aug-00,000100,FC010099J,ULTRA SEAL,,
Aug-00,000101,FC010100J,ULTRA SEAL,,
Aug-00,000102,FC010103J,JEIL TECH,,
Aug-00,000103,FC010102J,AWC,,
Aug-00,000104,FL050040J,HAN KOOK,,
Aug-00,000105,FL050041J,HAN KOOK,,
Aug-00,000106,FM060031J,ULTRA SEAL,,
Aug-00,000107,FC010120J,ULTRA SEAL,,
Aug-00,000108,FC010120B,ULTRA SEAL,,
Aug-00,000109,FC010119J,HAN KOOK,,
Aug-00,000110,FH020046J,HAN KOOK,,
Aug-00,000111,FC010104J,HAN KOOK,,
Aug-00,000112,FM060018J,AWC,,
Aug-00,000113,FC010097J,HAN KOOK,,
Aug-00,000114,FM060018B,AWC,,
Aug-00,000115,FM060020B,AWC,,
Aug-00,000116,262485,N&N MACH.,,
Aug-00,000117,FC010130J,JEIL TECH,,
Aug-00,000118,14854-1,PRAXAIR,100049296,
Aug-00,000119,FS030008J,ULTRA SEAL,,
Aug-00,000120,FM060033J,HAN KOOK,,
Aug-00,000121,FM060034J,HAN KOOK,,
Aug-00,000122,FM060032J,AWC,,
Aug-00,000123,FC010114J,ULTRA SEAL,,
Aug-00,000124,FL050043J,AWC,,
Aug-00,000125,FM060036J,AWC,,
Aug-00,000126,FC010121J,ULTRA SEAL,,
Aug-00,000127,FC010050J,AWC,,
Aug-00,000128,FL050042J,ULTRA SEAL,,
Aug-00,000129,FC010136J,JEIL TECH,,
Sep-00,000130,FC010085J-1,AWC,,
Sep-00,000131,FC010085J-2,AWC,,
Sep-00,000132,FC010085B-1,AWC,,
Sep-00,000133,FC010085B-2,AWC,,
Sep-00,000134,FC010085M-1,AWC,,
Sep-00,000135,FC010085M-2,AWC,,
Sep-00,000136,FC010085H-1,AWC,,
Sep-00,000137,FC010085H-2,AWC,,
Sep-00,000138,FC010132J,ULTRA SEAL,,
Sep-00,000139,FH020052M,ULTRA SEAL,,
Sep-00,000140,FH020051J,ULTRA SEAL,,
Sep-00,000141,FH020051J,ULTRA SEAL,,
Sep-00,000142,FH020052J,ULTRA SEAL,,
Sep-00,000143,FC010139J,HAN KOOK,,
Sep-00,000144,FC010151J,TAE HWA,,
Sep-00,000145,FC010151M,TAE HWA,,
Sep-00,000146,FC010147J,HAN KOOK,,
Sep-00,000147,FC010146J,HAN KOOK,,
Sep-00,000148,FC010137J,ULTRA SEAL,,
Sep-00,000149,FC010138J,ULTRA SEAL,,
Sep-00,000150,FL050054J,HAN KOOK,,
Sep-00,000151,FL050047J,HAN KOOK,,
Sep-00,000152,FM060050J,CONTINENTAL,,
Sep-00,000153,FM060049J,CONTINENTAL,,
Sep-00,000154,FC010128J,ULTRA SEAL,,
Sep-00,000155,FC010129J,ULTRA SEAL,,
Sep-00,000156,FC010127J,ULTRA SEAL,,
Sep-00,000157,FC010126J,ULTRA SEAL,,
Sep-00,000158,FM060052J,KEVLIN,,
Sep-00,000159,FH020053J,ULTRA SEAL,,
Sep-00,000160,FM060053J,ULTRA SEAL,,
Sep-00,000161,FC010118J,ULTRA SEAL,,
Sep-00,000162,FC010152J,ULTRA SEAL,,
Sep-00,000163,FC010152C,ULTRA SEAL,,
Sep-00,000164,FL050045J,AWC,,
Sep-00,000165,FR040020J,ULTRA SEAL,,
Sep-00,000166,FR040025J,ULTRA SEAL,,
Sep-00,000167,C00900002,TAE HWA,,
Oct-00,000168,C00900001,TAE HWA,,
Oct-00,000169,FC010149J,ULTRA SEAL,,
Oct-00,000170,FH020054J,ULTRA SEAL,,
Oct-00,000171,FM060051J,ULTRA SEAL,,
Oct-00,000172,109242,AWC,OBSOLETE IN DAX,
Oct-00,000173,C00100004,TAE HWA,,
Oct-00,000174,C00100003,TAE HWA,,
Oct-00,000175,1C0014,TAE HWA,,
Oct-00,000176,L050064J,HAN KOOK,,
Oct-00,000177,L050066J,HAN KOOK,,
Oct-00,000178,FC010154J,ULTRA SEAL,,
Oct-00,000179,FC010156J,ULTRA SEAL,,
Oct-00,000180,FM060069J,HAN KOOK,,
Oct-00,000181,FC010185J,HAN KOOK,,
Oct-00,000182,A-2072525,PRAXAIR,,
Oct-00,000183,FM060004J,AWC,,
Oct-00,000184,FC010113J,ULTRA SEAL,,
Oct-00,000185,FC010144J,ULTRA SEAL,,
Oct-00,000186,FC010173J-1,ULTRA SEAL,,
Oct-00,000187,FC010173J-2,ULTRA SEAL,,
Oct-00,000188,FC010173R,ULTRA SEAL,,
Oct-00,000189,FC010194J,AWC,,
Oct-00,000190,FC010174J,AWC,DAX P/N: 118337,
Oct-00,000191,FC010170J,ULTRA SEAL,,
Oct-00,000192,FC010169J,ULTRA SEAL,,
Oct-00,000193,FC010168J,ULTRA SEAL,,
Oct-00,000194,FC010177J,ULTRA SEAL,,
Oct-00,000195,L050061J,ULTRA SEAL,,
Oct-00,000196,FC010172J,AWC,,
Oct-00,000197,FC010197J,AWC,,
Oct-00,000198,FM060078J,SHAMBAM,,
Oct-00,000199,L050081J,JEIL TECH,,
Oct-00,000200,L050082J,HAN KOOK,,
Oct-00,000201,FC010201J,ULTRA SEAL,,
Oct-00,000202,FC010188J,AWC,,
Nov-00,000203,FC010198J,ULTRA SEAL,,
Nov-00,000204,FC010198M,ULTRA SEAL,,
Nov-00,000205,FC010198B,ULTRA SEAL,,
Nov-00,000206,FC010198R,ULTRA SEAL,,
Nov-00,000207,FC010198U,ULTRA SEAL,,
Nov-00,000208,FM060079J,HAN KOOK,,
Nov-00,000209,FS030009J,HAN KOOK,,
Nov-00,000210,L050063J,EON,,
Nov-00,000211,FC010181J,ULTRA SEAL,,
Nov-00,000212,FC010181B,ULTRA SEAL,,
Nov-00,000213,100048760,PRAXAIR,RIDER RING/51806,
Nov-00,000214,L050055J,AWC,,
Nov-00,000215,L050056J,AWC,,
Nov-00,000216,L050077J,AWC,,
Nov-00,000217,L050058J,AWC,,
Nov-00,000218,FC010160J,AWC,,
Nov-00,000219,FC010131J,ULTRA SEAL,,
Nov-00,000220,FC010203J,ULTRA SEAL,,
Nov-00,000221,1520-1,ULTRA SEAL,,
Nov-00,000222,H020050J-1,ULTRA SEAL,,
Nov-00,000223,H020049J-1,ULTRA SEAL,,
Nov-00,000224,H020050M-1,ULTRA SEAL,,
Nov-00,000225,FC010215J,HAN KOOK,,
Nov-00,000226,FC010216J,HAN KOOK,,
Nov-00,000227,FC010236J,HAN KOOK,,
Nov-00,000228,FR040028J,ULTRA SEAL,,
Nov-00,000229,14852,PRAXAIR,100048759,
Nov-00,000230,FC010237J,TAE HWA,,
Nov-00,000231,L050075J,AWC,,
Nov-00,000232,FH020057J,ULTRA SEAL,,
Nov-00,000233,FR040030J,ULTRA SEAL,,
Nov-00,000234,FR040029J,ULTRA SEAL,,
Nov-00,000235,FC010170J,ULTRA SEAL,,
Nov-00,000236,FC010168J,ULTRA SEAL,,
Nov-00,000237,FC010169J,ULTRA SEAL,,
Nov-00,000238,FC010204J,ULTRA SEAL,,
Nov-00,000239,FC010206J,AWC,,
Nov-00,000240,FC010245J,ULTRA SEAL,,
Nov-00,000241,FC010244J,ULTRA SEAL,,
Nov-00,000242,FC010243J,HAN KOOK,,
Nov-00,000243,FC010231J,ULTRA SEAL,,
Nov-00,000244,FS030011J,ULTRA SEAL,,
Nov-00,000245,L050122J,ULTRA SEAL,,
Nov-00,000246,L050118J,ULTRA SEAL,,
Nov-00,000247,FC010214J,AWC,,
Nov-00,000248,FC010199J,AWC,,
Nov-00,000249,FC010200J,AWC,,
Nov-00,000250,FM060088J,PRAXAIR,,
Nov-00,000251,FC010232J,ULTRA SEAL,,
Nov-00,000252,FH020062J,HALLIBURTON CANADA,,
Nov-00,000252,FH020062J,PRAXAIR,,
Nov-00,000253,L050128J,HAN KOOK,,
Nov-00,000254,FM060089J,BYRNE MEDICAL,,
Nov-00,000255,FM060089M,BYRNE MEDICAL,,
Nov-00,000256,FC010255J,ULTRA SEAL,,
Dec-00,000257,FC010234J,ULTRA SEAL,,
Dec-00,000258,FC010235J,ULTRA SEAL,,
Dec-00,000259,FC010241J,ULTRA SEAL,,
Dec-00,000260,FC010241R,ULTRA SEAL,,
Dec-00,000261,FC010217J,ULTRA SEAL,,
Dec-00,000262,FM060082J,ULTRA SEAL,,
Dec-00,000263,FH020069J,HAN KOOK,,
Dec-00,000264,FH020070J,HAN KOOK,,
Dec-00,000265,FH020060J,AWC,DAX P/N: 118352,
Dec-00,000266,C010273J,HAN KOOK,,
Dec-00,000267,C010274J,HAN KOOK,,
Dec-00,000268,FC010260R,ULTRA SEAL,,
Dec-00,000269,L050134J,AWC,,
Dec-00,000270,L050134R,AWC,,
Dec-00,000271,FM060037J,CONTINENTAL,,
Dec-00,000272,FC010266J,AWC,DAX P/N: 117073,
Dec-00,000273,FC010287J,HAN KOOK,,
Dec-00,000274,FH020071J,HAN KOOK,,
Dec-00,000275,FC010117J,AWC,,
Dec-00,000276,FC010252J,AWC,,
Dec-00,000277,NOT USED,Z,,
Dec-00,000278,FC010260J,ULTRA SEAL,,
Jan-01,000279,FC010267J,ULTRA SEAL,USE PROG. 00278,
Jan-01,000280,C010269J,ULTRA SEAL,,
Jan-01,000281,C010269R,ULTRA SEAL,,
Jan-01,000282,C010268J,ULTRA SEAL,,
Jan-01,000283,FC010267R,ULTRA SEAL,USE PROG. 00281,
Jan-01,000284,FC010267M,ULTRA SEAL,,
Jan-01,000285,RF-51007,SUPP SMART,,
Jan-01,000286,51005,SUPP SMART,,
Jan-01,000287,FR040035J,EON,,
Jan-01,000288,C010294J,JEIL TECH,,
Jan-01,000289,FC100025J-3,TAE HWA,,
Jan-01,000290,FR040037J,AWC,,
Jan-01,000291,FS030016J,HAN KOOK,,
Jan-01,000292,FR040038J,PRAXAIR,,
Jan-01,000293,FR040038R,PRAXAIR,,
Jan-01,000294,FC010296J,JEIL TECH,,
Jan-01,000295,FC010251J,AWC,,
Jan-01,000296,C010298J,HAN KOOK,,
Jan-01,000297,FC010261J,ULTRA SEAL,,
Jan-01,000298,2124493,PRAXAIR,,
Jan-01,000299,FC010302J,HANPAC,,
Jan-01,000300,FC010300J,HANPAC,,
Jan-01,000301,FC010301J,HANPAC,,
Jan-01,000302,C010309J,PRAXAIR,,
Jan-01,000303,FM060098J,PRAXAIR,,
Jan-01,000304,C010310J,EON,,
Jan-01,000305,C010311J,JEIL TECH,,
Jan-01,000306,FC010254J,ULTRA SEAL,,
Jan-01,000307,FR040039J,ULTRA SEAL,,
Jan-01,000308,FR040039R,ULTRA SEAL,,
Jan-01,000309,FR040039M,ULTRA SEAL,,
Jan-01,000310,FR040039W,ULTRA SEAL,,
Jan-01,000311,C010312J,TAE HWA,,
Jan-01,000312,L050137J,AWC,,
Jan-01,000313,L050141J,AWC,,
Jan-01,000314,FH020072J,ULTRA SEAL,,
Jan-01,000315,FC010320J,ULTRA SEAL,,
Jan-01,000316,FC010321J,HANPAC,,
Jan-01,000317,L050154J,HAN KOOK,,
Jan-01,000318,DG010119-1,SUPP SMART,,
Jan-01,000319,C010304J,AWC,,
Jan-01,000320,C010322J,JEIL TECH,,
Feb-01,000321,C010318J,AWC,,
Feb-01,000322,L050099J,AWC,,
Feb-01,000323,FM060092J,CONTINENTAL,,
Feb-01,000324,L050148J,AWC,,
Feb-01,000325,C010307J,ULTRA SEAL,,
Feb-01,000326,C010307E,ULTRA SEAL,,
Feb-01,000327,FC010306J,ULTRA SEAL,,
Feb-01,000328,FC010240J,AWC,,
Feb-01,000329,FM060086J,AWC,,
Feb-01,000330,L050006J-3,AWC,,
Feb-01,000331,C010340J,ULTRA SEAL,,
Feb-01,000332,C010314J,AWC,,
Feb-01,000333,C010315J,AWC,,
Feb-01,000334,C010316J,AWC,,
Feb-01,000335,C010338J,HAN KOOK,,
Feb-01,000336,C010339J,HAN KOOK,,
Feb-01,000337,C010337J,HAN KOOK,,
Feb-01,000338,C010341J,LCI,,
Feb-01,000339,C010342J,HAN KOOK,USE PROG 31,
Feb-01,000340,C010346J,ULTRA SEAL,,
Feb-01,000341,DG010119-1,SUPP SMART,,
Feb-01,000342,AO-140-409-3,SUPP SMART,,
Feb-01,000343,AO-140-409-2,SUPP SMART,,
Feb-01,000344,AO-140-409-1,SUPP SMART,,
Feb-01,000345,C010343J,ULTRA SEAL,,
Feb-01,000346,FC010332J,ULTRA SEAL,,
Mar-01,000347,FM060121J,KEVLIN,,
Mar-01,000348,FM060100J,CONTINENTAL,,
Mar-01,000349,119784,AWC,,
Mar-01,000350,L050167J,AWC,,
Mar-01,000351,C010367J,HAN KOOK,,
Mar-01,000352,C010366J,HAN KOOK,,
Mar-01,000353,C010368J,HAN KOOK,,
Mar-01,000354,C010369J,HAN KOOK,,
Mar-01,000355,FH020076J,HAN KOOK,,
Mar-01,000356,C010329J,AWC,,
Mar-01,000357,C010330J,AWC,,
Mar-01,000358,L050113J-1,AWC,,
Mar-01,000359,C010345J,AWC,,
Mar-01,000360,L050168J,AWC,,
Mar-01,000361,L050185J,AWC,,
Mar-01,000362,FM060108F,SHAMBAM,,
Mar-01,000363,FM060108V,SHAMBAM,,
Mar-01,000364,FM060108M,SHAMBAM,,
Mar-01,000365,FM060097J,CONTINENTAL,,
Mar-01,000366,31660047,HALLIBURTON,,
Mar-01,000367,L050315J,AWC,,
Mar-01,000368,L050158J,ULTRA SEAL,,
Mar-01,000369,L050159J,ULTRA SEAL,,
Mar-01,000370,FR040045J,ULTRA SEAL,,
Mar-01,000371,C010364J,ULTRA SEAL,,
Mar-01,000372,FC010232J,ULTRA SEAL,,
Mar-01,000373,FC010378J,HAN KOOK,,
Mar-01,000374,FC010379J,HAN KOOK,,
Mar-01,000375,C010380J,HAN KOOK,,
Mar-01,000376,FH020077J,HAN KOOK,,
Mar-01,000377,C010389J,HAN KOOK,,
Mar-01,000378,FH020078J,HAN KOOK,,
Mar-01,000379,FH020079J,HAN KOOK,,
Mar-01,000380,L050160J,AWC,,
Mar-01,000381,L050161J,AWC,,
Mar-01,000382,L050162J,AWC,,
Mar-01,000383,L050163J,AWC,,
Mar-01,000384,L050164J,AWC,,
Mar-01,000385,C010392J-1,HAN KOOK,,
Mar-01,000386,C010392J-2,HAN KOOK,,
Mar-01,000387,C010354J,AWC,,
Mar-01,000388,C010395J,HAN KOOK,,
Mar-01,000389,C010396J,HAN KOOK,,
Apr-01,000390,L050182J,AWC,,
Apr-01,000391,L050203J,ULTRA SEAL,,
Apr-01,000392,C010357J,AWC,,
Apr-01,000393,119587,AWC,,
Apr-01,000394,FM060114J,EON,,
Apr-01,000395,L050222J,AWC,,
Apr-01,000396,FS030048J,AWC,,
Apr-01,000397,L050226J,AWC,,
Apr-01,000398,FH020081J,SUPP SMART,,
Apr-01,000399,FH020083J,HAN KOOK,,
Apr-01,000400,FH020084J,HAN KOOK,,
Apr-01,000401,C010419J,HAN KOOK,,
Apr-01,000402,C010326J,ULTRA SEAL,,
Apr-01,000403,C010416J,ULTRA SEAL,,
Apr-01,000404,094136,AWC,OBSOLETE IN DAX,
Apr-01,000405,C010384J,HAN KOOK,,
Apr-01,000406,C010398J,AWC,,
Apr-01,000407,C010399J,AWC,,
Apr-01,000408,C010351J,AWC,,
Apr-01,000409,C010420J,AWC,,
Apr-01,000410,C010381J,ULTRA SEAL,,
Apr-01,000411,L050205J,AWC,,
Apr-01,000412,L050220J,AWC,,
Apr-01,000413,L050232J,AWC,,
Apr-01,000414,L050221J,AWC,,
Apr-01,000415,L050238J,AWC,,
Apr-01,000416,FR040048J,SUPP SMART,,
Apr-01,000417,FC010394J,AWC,,
Apr-01,000418,118112,AWC,OBSOLETE IN DAX,
Apr-01,000419,118111,AWC,,
May-01,000420,FR040046J,EON,,
May-01,000421,FC010440J,EON,,
May-01,000422,L050227J,AWC,,
May-01,000423,FC010376J,ULTRA SEAL,,
May-01,000424,C010414J,ULTRA SEAL,,
May-01,000425,FR040050J,ULTRA SEAL,,
May-01,000426,FR040039W,ULTRA SEAL,,
May-01,000427,FR040039M,ULTRA SEAL,,
May-01,000428,C010445J,HAN KOOK,,
May-01,000429,C010383J,HAN KOOK,,
May-01,000430,FC010180J,ULTRA SEAL,,
May-01,000431,FC010179J,ULTRA SEAL,,
May-01,000432,FC010180B,ULTRA SEAL,,
May-01,000433,FC010179B,ULTRA SEAL,,
May-01,000434,L050215J,HAN KOOK,,
May-01,000435,L050089J,HAN KOOK,,
May-01,000436,C010407J,HAN KOOK,,
May-01,000437,C010404J,HAN KOOK,,
May-01,000438,C010323J,AWC,,
May-01,000439,C010362J,ULTRA SEAL,,
May-01,000440,C010437J,AWC,,
May-01,000441,C010402J,AWC,,
May-01,000442,FL050247J,AWC,,
May-01,000443,FL050246J,AWC,,
May-01,000444,L050236J,AWC,,
May-01,000445,L050237J,AWC,,
May-01,000446,119970,AWC,,
May-01,000447,FC010349J,ULTRA SEAL,,
May-01,000448,FC010349M,ULTRA SEAL,,
May-01,000449,FC010349R,ULTRA SEAL,,
May-01,000450,FC010349U,ULTRA SEAL,,
May-01,000451,SK010227,SUPP SMART,,
May-01,000452,C010454J,ULTRA SEAL,,
May-01,000453,FH020089J,EON,,
May-01,000454,FH020090J,HAN KOOK,,
May-01,000455,FH020091J,HAN KOOK,,
May-01,000456,FC010459J,HANPAC,,
May-01,000457,FR040051J,AWC,,
May-01,000458,C010473J,ULTRA SEAL,,
May-01,000459,L050256J,AWC,,
May-01,000460,FC010477J,HALLIBURTON CANADA,100048513,
May-01,000460,FC010477J,PRAXAIR,100048513,
May-01,000461,FH020094J,HAN KOOK,,
May-01,000462,C010471J,ULTRA SEAL,,
May-01,000463,FR040047J,ULTRA SEAL,,
May-01,000464,C010441J,HAN KOOK,,
May-01,000465,C010442J,HAN KOOK,,
May-01,000466,L050270J,HAN KOOK,,
May-01,000467,L050271J,HAN KOOK,,
May-01,000468,L050249J,AWC,,
May-01,000469,L050251J,AWC,,
May-01,000470,L050250J,AWC,,
May-01,000471,L050266J,AWC,,
May-01,000472,L050248J,AWC,,
May-01,000473,FH020092R,HAN KOOK,,
May-01,000474,FH020092J,ULTRA SEAL,,
May-01,000475,FH020097J,ULTRA SEAL,,
May-01,000476,FH020098J,HAN KOOK,,
Jun-01,000477,L050065J,HAN KOOK,,
Jun-01,000478,FM060129J,SUPP SMART,,
Jun-01,000479,FM060127J,SUPP SMART,,
Jun-01,000480,C010498J,JEIL TECH,,
Jun-01,000481,C010486J,SUPP SMART,,
Jun-01,000482,C010487J,SUPP SMART,,
Jun-01,000483,FS030020J,JEIL TECH,,
Jun-01,000484,C010455J,LCI,,
Jun-01,000485,C010455R,LCI,,
Jun-01,000486,FC010472J,HANPAC,,
Jun-01,000487,C010479J,ULTRA SEAL,,
Jun-01,000488,FM060116J,ULTRA SEAL,,
Jun-01,000489,019101,AWC,OBSOLETE IN DAX,
Jun-01,000490,018686,AWC,OBSOLETE IN DAX,
Jun-01,000491,FM060135J,AWC,,
Jun-01,000492,C010423J,AWC,,
Jun-01,000493,C010467J,AWC,,
Jun-01,000494,FH020101J,HAN KOOK,,
Jun-01,000495,C010478J,HAN KOOK,,
Jun-01,000496,FH020095J,HAN KOOK,,
Jun-01,000497,C010503J,AWC,,
Jun-01,000498,C010504J,AWC,,
Jun-01,000499,L050278J,AWC,,
Jun-01,000500,L050169J,AWC,,
Jun-01,000501,C010334J,AWC,,
Jun-01,000502,C010482J,SUPP SMART,,
Jun-01,000503,C010483J,SUPP SMART,,
Jun-01,000504,FM060136J,PRAXAIR,,
Jun-01,000505,FS030022J,HAN KOOK,,
Jun-01,000506,FS030023J,HAN KOOK,,
Jun-01,000507,FH020057J,ULTRA SEAL,,
Jun-01,000508,L050273J,AWC,,
Jun-01,000509,L050276J,AWC,,
Jun-01,000510,FC010349J,ULTRA SEAL,,
Jun-01,000511,124394,AWC,,
Jun-01,000512,118854,AWC,,
Jun-01,000513,114291,AWC,OBSOLETE IN DAX,
Jun-01,000514,114416,AWC,OBSOLETE IN DAX,
Jun-01,000515,C010481J,AWC,,
Jun-01,000516,C010507J,HAN KOOK,,
Jun-01,000517,C010424J,HAN KOOK,,
Jun-01,000518,118853,AWC,,
Jun-01,000519,114292,AWC,OBSOLETE IN DAX,
Jun-01,000520,C010488J,HAN KOOK,,
Jun-01,000521,C010425J,HAN KOOK,,
Jun-01,000522,C010426J,HAN KOOK,,
Jun-01,000523,C010427J,HAN KOOK,,
Jun-01,000524,C010428J,HAN KOOK,,
Jun-01,000525,C010429J,HAN KOOK,,
Jul-01,000526,FH020100J,HAN KOOK,,
Jul-01,000527,FS030024J,ULTRA SEAL,,
Jul-01,000528,FS030025J,ULTRA SEAL,,
Jul-01,000529,C010520J,HAN KOOK,,
Jul-01,000530,H020049-1J,ULTRA SEAL,,
Jul-01,000531,FL050246J,AWC,,
Jul-01,000532,FL050247J,AWC,,
Jul-01,000533,OR-BU-3498-3772,SHAMBAM,,
Jul-01,000534,L050318J,AWC,,
Jul-01,000535,C010501J,AWC,,
Jul-01,000536,C010485J,AWC,,
Jul-01,000537,C010462J,AWC,,
Jul-01,000538,L050293J,AWC,,
Jul-01,000539,2162529,PRAXAIR,,
Jul-01,000540,C010519J,HAN KOOK,,
Jul-01,000541,C010524J,HAN KOOK,,
Jul-01,000542,C010563J,SUPP SMART,,
Jul-01,000543,C010456J,LCI,,
Jul-01,000544,C010456R,LCI,,
Jul-01,000545,FH020105J,HAN KOOK,,
Jul-01,000546,FR040060J,ULTRA SEAL,,
Jul-01,000547,C010567J,TAE HWA,,
Jul-01,000548,C010528J,HAN KOOK,,
Jul-01,000549,C010539J,HAN KOOK,,
Jul-01,000550,118859,AWC,,
Jul-01,000551,114298,AWC,OBSOLETE IN DAX,
Jul-01,000552,118860,AWC,,
Jul-01,000553,114305,AWC,OBSOLETE IN DAX,
Jul-01,000554,L050093J,HAN KOOK,,
Jul-01,000555,C010573J,HAN KOOK,,
Jul-01,000556,FM060151J,ULTRA SEAL,,
Jul-01,000557,FM060153J,ULTRA SEAL,,
Jul-01,000558,C010484J,ULTRA SEAL,,
Jul-01,000559,3950,ULTRA SEAL,,
Jul-01,000560,L050244J,AWC,,
Jul-01,000561,L050245J,AWC,,
Jul-01,000562,L050261J,HAN KOOK,,
Jul-01,000563,FM060155J,AWC,,
Jul-01,000564,C010566J,ULTRA SEAL,,
Jul-01,000565,C010620J,HAN KOOK,,
Jul-01,000566,L050322J,AWC,,
Aug-01,000567,L050289J,HAN KOOK,,
Aug-01,000568,EM-10192,ESP,,
Aug-01,000569,C010530J,ULTRA SEAL,,
Aug-01,000570,FR040061J,HAN KOOK,,
Aug-01,000571,C010564J,ULTRA SEAL,,
Aug-01,000572,114433,AWC,OBSOLETE IN DAX,
Aug-01,000573,FC010405J,HANPAC,,
Aug-01,000574,FM060173J,PRAXAIR,,
Aug-01,000575,FM060174J,PRAXAIR,,
Aug-01,000576,L050341J,AWC,,
Aug-01,000577,C010619J,HAN KOOK,,
Aug-01,000578,GROA00125-T51,BUSAK,,
Aug-01,000579,MC100010,SUPP SMART,,
